Text,Sentiment (POS/NEG/NEU)
aik lipstick ki price kia ha?,Neutral
cosmetic bhut achey ha loreal ke,Positive
haar lipstick ki price bta do,Neutral
red shade ki kia price ha?,Neutral
348 number ki lipstick nae ha yaha,Neutral
50% discount ha loreal ke products pe,Positive
karachi mei loreal ka outlet kaha ha?,Neutral
sharp red lipstick ki kia price ha?,Neutral
awesome brand ha loreal,Positive
meine kal he loreal sy shopping ki,Neutral
wow yaar loreal,Positive
kitne range mei atay hain loreal ke products?,Neutral
muje red lipstick leni ha,Neutral
muje 348 shade lipstick ka kese milega?,Neutral
updated stock kab ayega lipstick ka?,Neutral
 loreal ki creams bhut achi ha,Positive
kisi ko pta ha lipstick ki cost kitni ha?,Neutral
beautiful color ha lipstick ka,Positive
riche color pe 50% off ha?,Neutral
islamabad mei discount available ha?,Neutral
lahore mei store nae ha apka koi bhi,Negative
imitiaz mei miltey hain loreal ke products?,Neutral
foundation available ha?,Neutral
foundation bhut acha ha loreal ka,Positive
apna calendar mark krlo sales k liye,Neutral
aur koi particular branch ha loreal ki?,Neutral
yeh offer kese avail krey?,Neutral
quetta mei deliver hojaega saman?,Neutral
sale sab products pe ha?,Neutral
yeh fair nae ha,Negative
islamabad mei kui nae ha?,Negative
entire stock pe kitni sale ha?,Neutral
best shampoo ha loreal ka,Positive
orange color ka shampoo acha ha loreal ka,Positive
colored hairs ke liye yeh shampoo ha?,Neutral
order ka kia process ha?,Neutral
daraz.pk pe miljaega loreal ke products?,Neutral
349 paris cheery bhut achi lipstick ha,Positive
yeh knsa shade ha?,Neutral
mera pasandeda shade ha,Positive
loreal sy bandi achi lagti ha,Positive
yeh dress kaha sy choose kia ha?,Neutral
hamaray leading store sy miljaega yeh dress,Neutral
cream gloss bhut zabardast ha loreal ka,Positive
two cream gloss 2800 ke hain,Neutral
bagallery store kaha ha loreal ka?,Neutral
mei aj he loreal sy shopping krk aai ho,Neutral
wow yaar zabardast products,Positive
yeh deal naheed super market mei ha?,Neutral
free sapphire ka outfit bhi milrha ha ?,Neutral
gift mei loreal ke products dedo,Neutral
maza ahjaega loreal k products k sath,Positive
apni color book dekhao loreal,Neutral
honey brown color ha?,Neutral
ratings tou bhut achi ha aplogo ki,Positive
kia krna ha aj ka?,Neutral
loreal sy shopping krni ha?,Neutral
mei tou kehti krletey shopping loreal sy,Neutral
aik dafa try krtey hain,Neutral
acha he hoga loreal yaar,Positive
yeh tou biggest challenge ha,Neutral
loreal hamari inspiration ha ,Positive
augmented reality pe bhi kaam kr rha ha loreal?,Neutral
mubarak ho loreal china ko,Positive
award jheeta ha tum ny?,Neutral
ham apny valuable partners k sath kaam krtey hain,Positive
yeh tou beauty ha china ki,Positive
apney customer ki respect krey please ,Neutral
kon si model ha yeh?,Neutral
apke saray products original hotey hain?,Neutral
dandruff k liye koi shampoo ha?,Neutral
"sorry, hamaray pas dandruff ka koi shampoo nae",Neutral
hair fall k liye effective ha?,Neutral
damman store pe available ha?,Neutral
kia yeh dandruff hair k liye acha ha?,Neutral
zabardast result ha shampoo ka,Positive
hair cream nae ha yaha,Negative
meine loreal ka conditionner use kia aj,Neutral
hair cream ki price btadey,Neutral
mei yeh shampoo kese order kro?,Neutral
karachi ki manufacturer ha?,Neutral
cleanser ha is mei?,Neutral
mera fav shampoo ha loreal ka,Positive
"softy silky hair, wow",Positive
bhut he umda product ha,Positive
loreal ka conditionner kisi aur shampoo k sath use krley?,Neutral
hair cut cream work he nae krti,Negative
mera order ko inbox krdo,Neutral
yeh shampoo kese krna ha?,Neutral
conditionner bhi best ha,Positive
mere hair damaged hue we hain,Negative
knsa shampoo ha damaged hair k liye,Neutral
mahira khan ke hairs ka color bhut acha ha,Positive
daraz app pe loreal ka product nae ha,Negative
loreal casting ka color kesa ha?,Neutral
mei tou har mahiney leti ho loreal casting ka color,Neutral
hair color ki price kia ha?,Neutral
discount k baad hair color ki price bta do?,Neutral
upcoming discounts k liye page pr rahay,Neutral
iska pack website pe nae milrha ha,Negative
shop button pe click krey,Neutral
shop button pe apko discounts miljaegy,Neutral
foundation ki price kia ha?,Neutral
makeup remover ki price?,Neutral
bhut he achey colors hain lipstick ke,Positive
qemat kaam ho bas lipstick ki,Neutral
ham apki kese help krey?,Neutral
yeh original loreal ha?,Neutral
bhut he pretty colors hain lipstick ke,Positive
discount k baad is lipstick ki price?,Neutral
faisalabad mei kaha ha office?,Neutral
delivery charges kitne hojaegy?,Neutral
liquid lipstick achi hoti ha loreal ki,Positive
liquid lipstick kaha sy lo mei?,Neutral
ap serious ho?,Neutral
itni mehengi lipstick ha,Negative
day cream 50 ml ki ha?,Neutral
voucher code kaha ha iska?,Neutral
best cream ha dry skin ke liye,Positive
amazing cream ha yaar,Positive
oily skin ki cream knsi ha?,Neutral
saray skin type ki cream ha,Positive
local market mei available ha?,Neutral
dark spots ke liye kya haal ha?,Neutral
40 saal k logo k liye ha?,Neutral
yeh cream purchase kese kro?,Neutral
hydrafresh aqua essence kesa ha?,Neutral
yeh products copy hain?,Neutral
meine apney youtube channel pe reviewed kia ha isko,Neutral
hair mask ki price kia ha?,Neutral
aur kitna wait krna parega?,Neutral
mere hair weak hain bhut,Negative
resque mask knsa ha?,Neutral
koi haircut cream available kui nae ha?,Neutral
is cream ka result kesa ha?,Neutral
bhut acha ha cream ka result,Positive
yeh shampoo achey hain ,Positive
rebounded hair k liye knsa shampoo use kro?,Neutral
ab ye lena shampoo,Neutral
conditionner bhi yehi lena ha,Neutral
glow hojata ha banda,Positive
best combination ha yeh,Positive
har skin k liye acha ha?,Neutral
anti shine gel free ha?,Neutral
just online ha yeh sale?,Neutral
apni query inbox krey,Neutral
Loreal Excellance and Casting mei kia fark ha?,Neutral
mera phela pyaar loreal sy ha,Positive
aur knsy fav products hain tumaray?,Neutral
red and pink lipstick ki price btado?,Neutral
metro mall mei miljaegi?,Neutral
muje  loreal paris bhut pasand ha,Positive
online purchase hojaega?,Neutral
hair chipak gae mere,Negative
useless ha shampoo,Negative
spray kro hairs pe,Neutral
12cm ka distance rakhna ha,Neutral
yeh phely kui nae btaya?,Neutral
galat krtey ho ap  loreal,Negative
refund kro muje,Neutral
shades aur price bta dey?,Neutral
magic re touch ha?,Neutral
muje yeh product kharedna ha,Neutral
pl explain krdey iska,Neutral
excellent result ha cream ka,Positive
hyderabad mei kaha sy milega?,Neutral
yeh lipstick kitni dair tuk rahegi?,Neutral
yeh pindi mei nae milta ha,Negative
one spray bottle kitni baar use krni ha,Neutral
muje burgandy shade pasand ha,Positive
new casting creme gloss miljaega?,Neutral
kia yeh available ha night cream ke liye?,Neutral
in cream mei difference kia ha?,Neutral
kia yeh cream suitable ha?,Neutral
result kesa ha?,Neutral
har color ki lipstick sold hogae ha,Neutral
yeh kese purchase krna ha?,Neutral
muje brown color ki lipstick pasand ha,Positive
kia yeh acha ha hair fall k liye?,Neutral
total repair 5 range use krey hair fall k liye,Neutral
conditioner acha kaam krta ha curls k sath,Positive
yeh sach mei acha shampoo ha?,Neutral
hair fall control k liye yehi shampoo ha?,Neutral
satisfactory result ha iska,Positive
wash krne k baad color rahegana?,Neutral
retouch tab tuk rahega jab tuk wash nah ho,Neutral
grey covered hairs bhut hard hogae,Neutral
muje dark brown color chaiye,Neutral
loreal casting ke color nae milrhy,Negative
knsa color best ha?,Neutral
loreal casting ka 535 number color best ha,Positive
chocolate color ha,Positive
"in color ki lasting bhut kaam ha,ajeeb",Negative
lasting kaam sy kaam 5 mahiney honi chaiye,Neutral
pkr 999 ka color ha yeh,Neutral
total 7 shades hain is mei,Neutral
yeh link ha color kharedney ka,Neutral
kaha sy purchase krna ha yeh color?,Neutral
online miljaega color muje ?,Neutral
black shade mei chaiye muje?,Neutral
white hair cover hojaegi?,Neutral
price bta dey product ki,Neutral
yeh kia haircut cream nae ha?,Neutral
yeh muje conditioner lagta ha,Neutral
hair dryer sy phely k liye yeh conditioner best ha,Positive
dry or wet hair pe apply hojaega yeh?,Neutral
carrefour pe  loreal ka brand ha?,Neutral
yeh kia saray skin type k liye ha?,Neutral
white prefect foam ki price kia ha?,Neutral
original cream haina?,Neutral
koi complain nae ap k products sy,Positive
best em best product ha loreal ka,Positive
magic retouch pe discount ha?,Neutral
magic retouch bhut acha product ha,Positive
thora difficult hojata ha comb krna isko,Neutral
dry jldi kui hojata ha?,Neutral
lipbloss ha  loreal ka?,Neutral
kns lipbloss ziada acha ha?,Neutral
mei tou loreal ka he lipbloss luga,Neutral
publicity nae hui is dafa itni,Negative
"out of stock ha phr publicity nae kro,",Negative
temporary dye ke liye use krley?,Neutral
"magic retouch ke 7 shades hain, wow",Positive
magic retouch sirf grey hairs k liye ha,Neutral
gurjanwala mei ha  loreal ki shop?,Neutral
zabardast brand ha  loreal,Positive
koi chemical reaction tou nae hoga na?,Neutral
balooo mei kab tuk ha?,Neutral
kitni dafa yeh spray use krna ha hamay?,Neutral
yeh hair ko frizzy krdeta ha,Negative
yeh bura hogia  loreal k sath,Negative
side effect bhut burey hain,Negative
shell ki shop sy gift mila,Positive
achi shopping kro ap,Positive
muft pendant milrha ha?,Neutral
knsy hair k product hain is range mei?,Neutral
yeh pure package ki price bta dey?,Neutral
day cream knsi ha?,Neutral
bhut acha store ha loreal ka,Positive
price confirm krdey please,Neutral
milky foam ki price ?,Neutral
ngiht cream roz lagani ha?,Neutral
reviews kese hain night cream ke?,Neutral
suna ha kafi achey reviews hain,Positive
magic retouch emergency k liye acha ha,Positive
but magic retouch waterproof nae ha,Neutral
ksny store sy magic retouch miljaega?,Neutral
watsaap number bhejey  loreal apna,Neutral
7.7 honey brown available ha?,Neutral
kaha sy kharedna ha yeh?,Neutral
keep it up mahira khan,Positive
inbox krey agr koi problem ha tou,Neutral
is bottle ko kitni dafa use krna ha?,Neutral
yeh  loreal casting k colors original hain?,Neutral
fake colors hain  loreal ke,Negative
yeh model k hair ka color knsa ha?,Neutral
backstage pe  loreal ke model hain?,Neutral
loreal ki models bhut khubsurat hain,Positive
bhut he zabardast products,Positive
latest dress bhi achey hain,Positive
queen ha mahira khan,Positive
dumbest product ha yeh,Negative
allergies hojati hain is sy tou,Negative
peshaware mei available ha?,Neutral
hamaray products saray stores pe miljaegy,Positive
muje pta nae apny yeh product lia ya nae?,Neutral
magic retouch sirf aik he wash mei katam hojata ha,Neutral
baal karab krdega ,Negative
nae kharedna bikul bi,Negative
mera experience bikul bhi acha nae tha,Negative
isko laganey k baad hairs rough hojatey,Negative
aik dafa he spray kro magic retouch ko,Neutral
achey occasions k liye bhut acha ha,Positive
mere scarfs bhi karab krdiye,Negative
bottle ki size bhut small ha,Negative
kaam sy kaam thori baari bottle tou ho,Neutral
muje light brown color ki eye pencil chaiye,Neutral
eye ke shades bhut achey hain,Positive
try zarur krna chaiye,Neutral
8.1 number ka color use krlo?,Neutral
loreal ammonia use krk koi fark nae para,Negative
excellent cream ha,Positive
mere maa ko allergic hogae ha ,Negative
kia loreal ka product acha ha?,Neutral
kisi achey doctor ko dekhae?,Neutral
knsy shade grey hairs ko cover kregy?,Neutral
knsa shade 100% coverage dega?,Neutral
knsi balochi ghana ha yeh?,Neutral
mahira successfull artist ha,Positive
excitement ki kia baat ha is mei?,Neutral
"wrinkes chalay jatey, wow",Positive
is creams sy tou bhut faida ha,Positive
mascara dye of Loreal pakistan miljaega?,Neutral
new lipstick ke shades kab ayegy?,Neutral
casting cream aur excellence cream mei kia fark ha?,Neutral
chocolate brown ka piece miljaega?,Neutral
muje light brown color ka Loreal ka color chaiye,Neutral
koi mere liye color ladega,Neutral
mei bhudhi hogae ho,Neutral
blonde bhi acha color ha,Positive
number 4 color dekha do?,Neutral
khanpur sy kese order hoega?,Neutral
roots visible he nae hain,Negative
aik wash mei he chala gya color,Negative
yeh kesa bakwas color ha,Negative
is sy tou dosrey colors hain,Neutral
color nae lena Loreal sy ab,Negative
paisey zaya krwadega,Negative
quality nae ha Loreal ke colors mei,Negative
ajeeb sy hain colors k shades,Negative
magic retouch waterproof ha?,Neutral
price bikul thek ha,Positive
jo color box pe ha wo hairs pe nae ata,Negative
100% grey coverage katam krni ha tou excellence cream use kro,Neutral
daraz pe sirf product ki picture atai ha,Neutral
delivery option nae ata ha daraz pe,Neutral
daraz sy shopping nah kro ab,Negative
bekar hogia ha daraz ,Negative
total repair shampoo ki price 900 ha?,Neutral
loreal rivallift ha ?,Neutral
visible difference ha skin mei?,Neutral
allergic skin and extra sensitive k liye ha?,Neutral
kis age k liye acha ha?,Neutral
loreal infalible 24 hour tuk rahega?,Neutral
authentic daraz store ha?,Neutral
oily skin ha meri,Neutral
foundation achey sy lagao skin pe,Neutral
tou result acha ayega phr,Positive
concealer try kia ha?,Neutral
concealer ki alag he class ha,Positive
best best best foundation ha,Positive
Loreal sach mei best ha,Positive
yeh foundation lena ha aj,Neutral
ad ki spellling alag kui ha?,Neutral
"4 days tuk skin pe rehta ha, wow",Positive
mera fav foundation ha,Positive
tum chalti ho foundation lene?,Neutral
kia krna ha foundation ka?,Neutral
Loreal ke aur knsy products hain?,Neutral
jo bolo demanded products hain,Positive
bagallery sy Loreal ke product kharedlo,Positive
mera natural hair color ahjaega?,Neutral
 Loreal ka color uplift krta ha natural color ko,Positive
pheli dafa he cover hojaega mere hairs?,Neutral
btaoo yeh knsa color ha?,Neutral
543 golden henna color ha yeh,Neutral
unique elastic formula ha,Positive
is model ka naam kia ha?,Neutral
ayan ali ki trah lagti ha,Neutral
delivery charges ap k area ke hisab sy depend krtey hain,Neutral
winners kab announce hogy?,Neutral
price bta dey please,Neutral
1349 price ha casting creme gloss ki,Neutral
magic retouch hamaray hairs ke color ko match krjata ha,Positive
kitney dino tuk rahega mere face pe?,Neutral
7 dino k liye day cream try krey,Neutral
acha result feel krogy ap,Positive
exchange hoga Loreal k products mei?,Neutral
revitalift moisturizing ha?,Neutral
superb result ha night cream ka,Positive
flat 40% off ha chen one ke products pe?,Neutral
king winter blanket ki price kia ha?,Neutral
comforter achey hotey hain  chen one ke,Positive
winter duvet ke price btao,Neutral
winter duvet acha hota ha yaar,Positive
exchange policy ha blanket mei?,Neutral
size change krna ho tou blanket ka?,Neutral
size change hojaega?,Neutral
jee hamary ps return policy ha,Positive
exchange policy bhi ha hamaray ps,Positive
chen one mera fav brand ha,Positive
3 piece bhi hota ha?,Neutral
3 piece suit 3100 ka ha,Neutral
trouser ka cambric cotton ha?,Neutral
"chen one chotey bacho k liye bhi ha,wow",Positive
chen one ka winter collection kab ayega?,Neutral
plachi shawl ha ap k pas?,Neutral
yeh dono suits stiched krdena ap,Neutral
wool ka cambric use hua ha is mei,Neutral
free shipping ka amount bta do?,Neutral
sale kab lagegi  chen one pe?,Neutral
loose fabric pe bhi sale lagegi?,Neutral
short kurti hoti hain ap k pas,Neutral
unstiched shirt ha yeh,Neutral
kurti ka fabric acha ha  chen one ka,Positive
filings pe discount kitna ha?,Neutral
2 pcs suit available ha?,Neutral
male category ke suits hain?,Neutral
bhut he acha design ha,Positive
knsa size ha  chen one k pas?,Neutral
